adsh,Risk Factors,Label 1,cik,name,sic,countryba,stprba,cityba,zipba,bas1,bas2,baph,countryma,stprma,cityma,zipma,mas1,mas2,countryinc,stprinc,ein,former,changed,afs,wksi,fye,form,period,fy,fp,filed,accepted,prevrpt,detail,instance,nciks,aciks,SIC Code,Office,Industry Title,filing_url
0000036966-23-000016,We expect that competition will continue to grow more intense with respect to most of our products and services. ,competition risk,36966,FIRST HORIZON CORP,6021.0,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,9018186232,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,US,TN,620803242.0,FIRST HORIZON NATIONAL CORP,20040422.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230301,2023-03-01 06:07:00.0,0,1,fhn-20221231_htm.xml,1,,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,https://www.sec.gov/Archives/edgar/data/36966/000003696623000016/0000036966-23-000016.txt
0000036966-23-000016,We compete for talent.,competition risk,36966,FIRST HORIZON CORP,6021.0,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,9018186232,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,US,TN,620803242.0,FIRST HORIZON NATIONAL CORP,20040422.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230301,2023-03-01 06:07:00.0,0,1,fhn-20221231_htm.xml,1,,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,https://www.sec.gov/Archives/edgar/data/36966/000003696623000016/0000036966-23-000016.txt
0000036966-23-000016,We compete to raise capital in the equity and debt markets.,liquidity risk,36966,FIRST HORIZON CORP,6021.0,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,9018186232,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,US,TN,620803242.0,FIRST HORIZON NATIONAL CORP,20040422.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230301,2023-03-01 06:07:00.0,0,1,fhn-20221231_htm.xml,1,,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,https://www.sec.gov/Archives/edgar/data/36966/000003696623000016/0000036966-23-000016.txt
0000036966-23-000016,Traditional Strategic & Macro Risks,strategy risk,36966,FIRST HORIZON CORP,6021.0,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,9018186232,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,US,TN,620803242.0,FIRST HORIZON NATIONAL CORP,20040422.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230301,2023-03-01 06:07:00.0,0,1,fhn-20221231_htm.xml,1,,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,https://www.sec.gov/Archives/edgar/data/36966/000003696623000016/0000036966-23-000016.txt
0000036966-23-000016,We may be unable to successfully implement our strategy to operate and grow our regional and specialty banking businesses.,strategy risk,36966,FIRST HORIZON CORP,6021.0,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,9018186232,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,US,TN,620803242.0,FIRST HORIZON NATIONAL CORP,20040422.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230301,2023-03-01 06:07:00.0,0,1,fhn-20221231_htm.xml,1,,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,https://www.sec.gov/Archives/edgar/data/36966/000003696623000016/0000036966-23-000016.txt
0000036966-23-000016,Failure to achieve one or more key elements needed for successful organic growth would adversely affect our business and earnings. ,strategy risk,36966,FIRST HORIZON CORP,6021.0,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,9018186232,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,US,TN,620803242.0,FIRST HORIZON NATIONAL CORP,20040422.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230301,2023-03-01 06:07:00.0,0,1,fhn-20221231_htm.xml,1,,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,https://www.sec.gov/Archives/edgar/data/36966/000003696623000016/0000036966-23-000016.txt
0000036966-23-000016,"A type of strategic acquisition?? so-called ??erger of equals??where the company we nominally acquire has similar size, operating contribution, or value??resents unique opportunities but also unique risks.",strategy risk,36966,FIRST HORIZON CORP,6021.0,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,9018186232,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,US,TN,620803242.0,FIRST HORIZON NATIONAL CORP,20040422.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230301,2023-03-01 06:07:00.0,0,1,fhn-20221231_htm.xml,1,,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,https://www.sec.gov/Archives/edgar/data/36966/000003696623000016/0000036966-23-000016.txt
0000036966-23-000016,Industry Disruption,business risk,36966,FIRST HORIZON CORP,6021.0,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,9018186232,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,US,TN,620803242.0,FIRST HORIZON NATIONAL CORP,20040422.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230301,2023-03-01 06:07:00.0,0,1,fhn-20221231_htm.xml,1,,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,https://www.sec.gov/Archives/edgar/data/36966/000003696623000016/0000036966-23-000016.txt
0000036966-23-000016,"Through technological innovations and changes in client habits, the manner in which clients use financial services continues to change at a rapid pace.",business risk,36966,FIRST HORIZON CORP,6021.0,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,9018186232,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,US,TN,620803242.0,FIRST HORIZON NATIONAL CORP,20040422.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230301,2023-03-01 06:07:00.0,0,1,fhn-20221231_htm.xml,1,,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,https://www.sec.gov/Archives/edgar/data/36966/000003696623000016/0000036966-23-000016.txt
0000036966-23-000016,"The nature of technology-driven disruption to our industry is changing, in some cases seeking to displace traditional financial service providers rather than merely enhance traditional services or their delivery.",business risk,36966,FIRST HORIZON CORP,6021.0,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,9018186232,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,US,TN,620803242.0,FIRST HORIZON NATIONAL CORP,20040422.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230301,2023-03-01 06:07:00.0,0,1,fhn-20221231_htm.xml,1,,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,https://www.sec.gov/Archives/edgar/data/36966/000003696623000016/0000036966-23-000016.txt
0000036966-23-000016,"We believe that, over the course of the technology-driven evolution of our industry which is well underway, the ??inners??will be those institutions which can know their clients and make those clients feel they are known, even when many clients increasingly do not visit banking centers or have face-to-face live interaction.",business risk,36966,FIRST HORIZON CORP,6021.0,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,9018186232,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,US,TN,620803242.0,FIRST HORIZON NATIONAL CORP,20040422.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230301,2023-03-01 06:07:00.0,0,1,fhn-20221231_htm.xml,1,,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,https://www.sec.gov/Archives/edgar/data/36966/000003696623000016/0000036966-23-000016.txt
0000036966-23-000016,"A critical factor in successful data analytics, allowing real-time differentiated interaction with clients, is how traditionally uncaptured, unstructured, or siloed data is acquired, managed, and accessed. ",operational risk,36966,FIRST HORIZON CORP,6021.0,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,9018186232,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,US,TN,620803242.0,FIRST HORIZON NATIONAL CORP,20040422.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230301,2023-03-01 06:07:00.0,0,1,fhn-20221231_htm.xml,1,,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,https://www.sec.gov/Archives/edgar/data/36966/000003696623000016/0000036966-23-000016.txt
0000036966-23-000016,Developing workable proprietary solutions to the data analytics challenges ahead of competitors requires substantial investment in information technology systems and innovation.,strategy risk,36966,FIRST HORIZON CORP,6021.0,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,9018186232,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,US,TN,620803242.0,FIRST HORIZON NATIONAL CORP,20040422.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230301,2023-03-01 06:07:00.0,0,1,fhn-20221231_htm.xml,1,,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,https://www.sec.gov/Archives/edgar/data/36966/000003696623000016/0000036966-23-000016.txt
0000036966-23-000016,"To thrive as our industry is disrupted, we will need to continue to embrace some of the attitudes of a technology company, and shed some of the traditional attitudes often associated with banking.",strategy risk,36966,FIRST HORIZON CORP,6021.0,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,9018186232,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,US,TN,620803242.0,FIRST HORIZON NATIONAL CORP,20040422.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230301,2023-03-01 06:07:00.0,0,1,fhn-20221231_htm.xml,1,,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,https://www.sec.gov/Archives/edgar/data/36966/000003696623000016/0000036966-23-000016.txt
0000036966-23-000016,"Just as disruptive business changes driven by new technologies and new client preferences can adversely impact us and our entire industry, similar events can adversely impact our commercial clients.",competition risk,36966,FIRST HORIZON CORP,6021.0,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,9018186232,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,US,TN,620803242.0,FIRST HORIZON NATIONAL CORP,20040422.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230301,2023-03-01 06:07:00.0,0,1,fhn-20221231_htm.xml,1,,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,https://www.sec.gov/Archives/edgar/data/36966/000003696623000016/0000036966-23-000016.txt
0000036966-23-000016,Operational Risks,operational risk,36966,FIRST HORIZON CORP,6021.0,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,9018186232,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,US,TN,620803242.0,FIRST HORIZON NATIONAL CORP,20040422.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230301,2023-03-01 06:07:00.0,0,1,fhn-20221231_htm.xml,1,,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,https://www.sec.gov/Archives/edgar/data/36966/000003696623000016/0000036966-23-000016.txt
0000036966-23-000016,"Fraud is a major, and increasing, operational risk for us and all banks.",operational risk,36966,FIRST HORIZON CORP,6021.0,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,9018186232,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,US,TN,620803242.0,FIRST HORIZON NATIONAL CORP,20040422.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230301,2023-03-01 06:07:00.0,0,1,fhn-20221231_htm.xml,1,,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,https://www.sec.gov/Archives/edgar/data/36966/000003696623000016/0000036966-23-000016.txt
0000036966-23-000016,"Our ability to conduct and grow our businesses is dependent in part upon our ability to create, maintain, expand, and evolve an appropriate operational and organizational infrastructure,",operational risk,36966,FIRST HORIZON CORP,6021.0,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,9018186232,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,US,TN,620803242.0,FIRST HORIZON NATIONAL CORP,20040422.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230301,2023-03-01 06:07:00.0,0,1,fhn-20221231_htm.xml,1,,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,https://www.sec.gov/Archives/edgar/data/36966/000003696623000016/0000036966-23-000016.txt
0000036966-23-000016,"manage expenses, and recruit and retain personnel with the ability to manage a complex business.",operational risk,36966,FIRST HORIZON CORP,6021.0,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,9018186232,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,US,TN,620803242.0,FIRST HORIZON NATIONAL CORP,20040422.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230301,2023-03-01 06:07:00.0,0,1,fhn-20221231_htm.xml,1,,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,https://www.sec.gov/Archives/edgar/data/36966/000003696623000016/0000036966-23-000016.txt
0000036966-23-000016,"An information technology security (cybersecurity) breach or other incident can cause significant damage, and can be difficult to detect even after it occurs.",operational risk,36966,FIRST HORIZON CORP,6021.0,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,9018186232,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,US,TN,620803242.0,FIRST HORIZON NATIONAL CORP,20040422.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230301,2023-03-01 06:07:00.0,0,1,fhn-20221231_htm.xml,1,,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,https://www.sec.gov/Archives/edgar/data/36966/000003696623000016/0000036966-23-000016.txt
0000036966-23-000016,Cybersecurity incidents happen frequently; they are an unavoidable part of doing business. ,operational risk,36966,FIRST HORIZON CORP,6021.0,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,9018186232,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,US,TN,620803242.0,FIRST HORIZON NATIONAL CORP,20040422.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230301,2023-03-01 06:07:00.0,0,1,fhn-20221231_htm.xml,1,,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,https://www.sec.gov/Archives/edgar/data/36966/000003696623000016/0000036966-23-000016.txt
0000036966-23-000016,"The operational functions we outsource to third parties may experience similar disruptions that could adversely impact us and over which we may have limited control and, in some cases, limited ability to obtain an alternate vendor quickly.",operational risk,36966,FIRST HORIZON CORP,6021.0,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,9018186232,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,US,TN,620803242.0,FIRST HORIZON NATIONAL CORP,20040422.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230301,2023-03-01 06:07:00.0,0,1,fhn-20221231_htm.xml,1,,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,https://www.sec.gov/Archives/edgar/data/36966/000003696623000016/0000036966-23-000016.txt
0000036966-23-000016,"The operational functions of business counterparties, or businesses with which we have no relationship, may experience disruptions that could adversely impact us and over which we may have limited or no control.",operational risk,36966,FIRST HORIZON CORP,6021.0,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,9018186232,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,US,TN,620803242.0,FIRST HORIZON NATIONAL CORP,20040422.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230301,2023-03-01 06:07:00.0,0,1,fhn-20221231_htm.xml,1,,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,https://www.sec.gov/Archives/edgar/data/36966/000003696623000016/0000036966-23-000016.txt
0000036966-23-000016,"Failure to build and maintain, or outsource, the necessary operational infrastructure, failure of that infrastructure to perform its functions, or failure of our disaster preparedness plans if primary infrastructure components suffer damage, can lead to risk of loss of service to clients, legal actions, and noncompliance with applicable regulatory standards.",operational risk,36966,FIRST HORIZON CORP,6021.0,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,9018186232,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,US,TN,620803242.0,FIRST HORIZON NATIONAL CORP,20040422.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230301,2023-03-01 06:07:00.0,0,1,fhn-20221231_htm.xml,1,,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,https://www.sec.gov/Archives/edgar/data/36966/000003696623000016/0000036966-23-000016.txt
0000036966-23-000016,"The delivery of financial services to clients and others increasingly depends upon technologies, systems, and multi-party infrastructures which are new, creating or enhancing several risks discussed elsewhere. ",operational risk,36966,FIRST HORIZON CORP,6021.0,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,9018186232,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,US,TN,620803242.0,FIRST HORIZON NATIONAL CORP,20040422.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230301,2023-03-01 06:07:00.0,0,1,fhn-20221231_htm.xml,1,,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,https://www.sec.gov/Archives/edgar/data/36966/000003696623000016/0000036966-23-000016.txt
0000036966-23-000016,Competition for talent is substantial and increasing. ,competition risk,36966,FIRST HORIZON CORP,6021.0,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,9018186232,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,US,TN,620803242.0,FIRST HORIZON NATIONAL CORP,20040422.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230301,2023-03-01 06:07:00.0,0,1,fhn-20221231_htm.xml,1,,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,https://www.sec.gov/Archives/edgar/data/36966/000003696623000016/0000036966-23-000016.txt
0000036966-23-000016,Incentives might operate poorly or have unintended adverse effects.,strategy risk,36966,FIRST HORIZON CORP,6021.0,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,9018186232,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,US,TN,620803242.0,FIRST HORIZON NATIONAL CORP,20040422.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230301,2023-03-01 06:07:00.0,0,1,fhn-20221231_htm.xml,1,,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,https://www.sec.gov/Archives/edgar/data/36966/000003696623000016/0000036966-23-000016.txt
0000036966-23-000016,We face the risk that our competitors may seek to use the Pending TD Merger to target our clients and top talent.,competition risk,36966,FIRST HORIZON CORP,6021.0,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,9018186232,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,US,TN,620803242.0,FIRST HORIZON NATIONAL CORP,20040422.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230301,2023-03-01 06:07:00.0,0,1,fhn-20221231_htm.xml,1,,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,https://www.sec.gov/Archives/edgar/data/36966/000003696623000016/0000036966-23-000016.txt
0000036966-23-000016,Risks from Economic Downturns & Changes,market risk,36966,FIRST HORIZON CORP,6021.0,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,9018186232,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,US,TN,620803242.0,FIRST HORIZON NATIONAL CORP,20040422.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230301,2023-03-01 06:07:00.0,0,1,fhn-20221231_htm.xml,1,,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,https://www.sec.gov/Archives/edgar/data/36966/000003696623000016/0000036966-23-000016.txt
0000036966-23-000016,"Generally, in an economic downturn, our realized credit losses increase, demand for our products and services declines, and the credit quality of our loan portfolio declines.",market risk,36966,FIRST HORIZON CORP,6021.0,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,9018186232,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,US,TN,620803242.0,FIRST HORIZON NATIONAL CORP,20040422.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230301,2023-03-01 06:07:00.0,0,1,fhn-20221231_htm.xml,1,,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,https://www.sec.gov/Archives/edgar/data/36966/000003696623000016/0000036966-23-000016.txt
0000036966-23-000016,"Because all banks are sensitive to the risk of downturns, the stock prices of all banks typically decline, sometimes substantially, if the market believes that a downturn has become more likely or is imminent. ",market risk,36966,FIRST HORIZON CORP,6021.0,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,9018186232,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,US,TN,620803242.0,FIRST HORIZON NATIONAL CORP,20040422.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230301,2023-03-01 06:07:00.0,0,1,fhn-20221231_htm.xml,1,,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,https://www.sec.gov/Archives/edgar/data/36966/000003696623000016/0000036966-23-000016.txt
0000036966-23-000016,Risks Associated with Monetary Events,market risk,36966,FIRST HORIZON CORP,6021.0,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,9018186232,US,TN,MEMPHIS,38103,165 MADISON AVENUE,,US,TN,620803242.0,FIRST HORIZON NATIONAL CORP,20040422.0,1-LAF,1,1231.0,10-K,20221231.0,2022.0,FY,20230301,2023-03-01 06:07:00.0,0,1,fhn-20221231_htm.xml,1,,6021,Office of Finance,NATIONAL COMMERCIAL BANKS,https://www.sec.gov/Archives/edgar/data/36966/000003696623000016/0000036966-23-000016.txt
